Country,Region,Happiness_Rank,Happiness_Score,Economy_GDP,Family,Life_Expectancy,Freedom,Trust_in_Gov,Generosity,Dystopia_Residual,Year
Somalia,Sub-Saharan Africa,76,5.44,0,0.33613,0.11466,0.56778,0.3118,0.27225,3.83772,2016
Kosovo,Central and Eastern Europe,77,5.401,0.90145,0.66062,0.54,0.14396,0.06547,0.27992,2.80998,2016
Turkey,Middle East and Northern Africa,78,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,2.29074,2016
Indonesia,Southeastern Asia,79,5.314,0.95104,0.87625,0.49374,0.39237,0.00322,0.56521,2.03171,2016
Jordan,Middle East and Northern Africa,80,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2.20142,2016
Azerbaijan,Central and Eastern Europe,81,5.291,1.12373,0.76042,0.54504,0.35327,0.17914,0.0564,2.2735,2016
Philippines,Southeastern Asia,82,5.279,0.81217,0.87877,0.47036,0.54854,0.11757,0.21674,2.23484,2016
China,Eastern Asia,83,5.245,1.0278,0.79381,0.73561,0.44012,0.02745,0.04959,2.17087,2016
Bhutan,Southern Asia,84,5.196,0.8527,0.90836,0.49759,0.46074,0.1616,0.48546,1.82916,2016
Kyrgyzstan,Central and Eastern Europe,85,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2.28136,2016
Serbia,Central and Eastern Europe,86,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,2.27539,2016
Bosnia and Herzegovina,Central and Eastern Europe,87,5.163,0.93383,0.64367,0.70766,0.09511,0,0.29889,2.48406,2016
Montenegro,Central and Eastern Europe,88,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2.25531,2016
Dominican Republic,Latin America and Caribbean,89,5.155,1.02787,0.99496,0.57669,0.52259,0.12372,0.21286,1.69626,2016
Morocco,Middle East and Northern Africa,90,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2.94891,2016
Hungary,Central and Eastern Europe,91,5.145,1.24142,0.93164,0.67608,0.1977,0.04472,0.099,1.95473,2016
Pakistan,Southern Asia,92,5.132,0.68816,0.26135,0.40306,0.14622,0.1388,0.31185,3.18286,2016
Lebanon,Middle East and Northern Africa,93,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2.07339,2016
Portugal,Western Europe,94,5.123,1.27607,0.94367,0.79363,0.44727,0.01521,0.11691,1.53015,2016
Macedonia,Central and Eastern Europe,95,5.121,1.0193,0.78236,0.64738,0.27668,0.07047,0.23507,2.08947,2016
Vietnam,Southeastern Asia,96,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,1.9418,2016
Somaliland Region,Sub-Saharan Africa,97,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,2.43801,2016
Tunisia,Middle East and Northern Africa,98,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,2.68413,2016
Greece,Western Europe,99,5.033,1.24886,0.75473,0.80029,0.05822,0.04127,0,2.12944,2016
Tajikistan,Central and Eastern Europe,100,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,2.39106,2016
Mongolia,Eastern Asia,101,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,1.53586,2016
Laos,Southeastern Asia,102,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2.08637,2016
Nigeria,Sub-Saharan Africa,103,4.875,0.75216,0.64498,0.05108,0.27854,0.0305,0.23219,2.88586,2016
Honduras,Latin America and Caribbean,104,4.871,0.69429,0.75596,0.58383,0.26755,0.06906,0.2044,2.29551,2016
Iran,Middle East and Northern Africa,105,4.813,1.11758,0.38857,0.64232,0.22544,0.0557,0.38538,1.99817,2016
Zambia,Sub-Saharan Africa,106,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,2.58991,2016
Nepal,Southern Asia,107,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2.32694,2016
Palestinian Territories,Middle East and Northern Africa,108,4.754,0.67024,0.71629,0.56844,0.17744,0.10613,0.11154,2.40364,2016
Albania,Central and Eastern Europe,109,4.655,0.9553,0.50163,0.73007,0.31866,0.05301,0.1684,1.92816,2016
Bangladesh,Southern Asia,110,4.643,0.54177,0.24749,0.52989,0.39778,0.12583,0.19132,2.60904,2016
Sierra Leone,Sub-Saharan Africa,111,4.635,0.36485,0.628,0,0.30685,0.08196,0.23897,3.01402,2016
Iraq,Middle East and Northern Africa,112,4.575,1.07474,0.59205,0.51076,0.24856,0.13636,0.19589,1.81657,2016
Namibia,Sub-Saharan Africa,113,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,1.92198,2016
Cameroon,Sub-Saharan Africa,114,4.513,0.52497,0.62542,0.12698,0.42736,0.06126,0.2268,2.5198,2016
Ethiopia,Sub-Saharan Africa,115,4.508,0.29283,0.37932,0.34578,0.36703,0.1717,0.29522,2.65614,2016
South Africa,Sub-Saharan Africa,116,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,1.64227,2016
Sri Lanka,Southern Asia,117,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,0.91681,2016
India,Southern Asia,118,4.404,0.74036,0.29247,0.45091,0.40285,0.08722,0.25028,2.18032,2016
Myanmar,Southeastern Asia,119,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,1.50655,2016
Egypt,Middle East and Northern Africa,120,4.362,0.95395,0.49813,0.52116,0.18847,0.10393,0.12706,1.96895,2016
Armenia,Central and Eastern Europe,121,4.36,0.86086,0.62477,0.64083,0.14037,0.03616,0.07793,1.97864,2016
Kenya,Sub-Saharan Africa,122,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,1.88326,2016
Ukraine,Central and Eastern Europe,123,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,1.50066,2016
Ghana,Sub-Saharan Africa,124,4.276,0.63107,0.49353,0.29681,0.40973,0.0326,0.21203,2.2002,2016
Congo (Kinshasa),Sub-Saharan Africa,125,4.272,0.05661,0.80676,0.188,0.15602,0.06075,0.25458,2.74924,2016
Georgia,Central and Eastern Europe,126,4.252,0.83792,0.19249,0.64035,0.32461,0.3188,0.06786,1.87031,2016
Congo (Brazzaville),Sub-Saharan Africa,127,4.236,0.77109,0.47799,0.28212,0.37938,0.09753,0.12077,2.10681,2016
Senegal,Sub-Saharan Africa,128,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,1.97861,2016
Bulgaria,Central and Eastern Europe,129,4.217,1.11306,0.92542,0.67806,0.21219,0.00615,0.12793,1.15377,2016
Mauritania,Sub-Saharan Africa,130,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,1.9263,2016
Zimbabwe,Sub-Saharan Africa,131,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,2.4427,2016
Malawi,Sub-Saharan Africa,132,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2.82859,2016
Sudan,Sub-Saharan Africa,133,4.139,0.63069,0.81928,0.29759,0,0.10039,0.18077,2.10995,2016
Gabon,Sub-Saharan Africa,134,4.121,1.15851,0.72368,0.3494,0.28098,0.09314,0.06244,1.45332,2016
Mali,Sub-Saharan Africa,135,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2.11087,2016
Haiti,Latin America and Caribbean,136,4.028,0.34097,0.29561,0.27494,0.12072,0.14476,0.47958,2.37116,2016
Botswana,Sub-Saharan Africa,137,3.974,1.09426,0.89186,0.34752,0.44089,0.10769,0.12425,0.96741,2016
Comoros,Sub-Saharan Africa,138,3.956,0.27509,0.60323,0.29981,0.15412,0.18437,0.1827,2.25632,2016
Ivory Coast,Sub-Saharan Africa,139,3.916,0.55507,0.57576,0.04476,0.40663,0.1553,0.20338,1.97478,2016
Cambodia,Southeastern Asia,140,3.907,0.55604,0.5375,0.42494,0.58852,0.08092,0.40339,1.31573,2016
Angola,Sub-Saharan Africa,141,3.866,0.84731,0.66366,0.04991,0.00589,0.08434,0.12071,2.09459,2016
Niger,Sub-Saharan Africa,142,3.856,0.1327,0.6053,0.26162,0.38041,0.17176,0.2097,2.09469,2016
South Sudan,Sub-Saharan Africa,143,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,2.50929,2016
Chad,Sub-Saharan Africa,144,3.763,0.42214,0.63178,0.03824,0.12807,0.04952,0.18667,2.30637,2016
Burkina Faso,Sub-Saharan Africa,145,3.739,0.31995,0.63054,0.21297,0.3337,0.12533,0.24353,1.87319,2016
Uganda,Sub-Saharan Africa,145,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,1.51416,2016
Yemen,Middle East and Northern Africa,147,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,1.97295,2016
Madagascar,Sub-Saharan Africa,148,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2.15075,2016
Tanzania,Sub-Saharan Africa,149,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,1.37769,2016
Liberia,Sub-Saharan Africa,150,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2.23284,2016
Guinea,Sub-Saharan Africa,151,3.607,0.22415,0.3109,0.18829,0.30953,0.1192,0.29914,2.15604,2016
Rwanda,Sub-Saharan Africa,152,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,0.96819,2016
Benin,Sub-Saharan Africa,153,3.484,0.39499,0.10419,0.21028,0.39747,0.06681,0.2018,2.10812,2016
Afghanistan,Southern Asia,154,3.36,0.38227,0.11037,0.17344,0.1643,0.07112,0.31268,2.14558,2016
Togo,Sub-Saharan Africa,155,3.303,0.28123,0,0.24811,0.34678,0.11587,0.17517,2.1354,2016
Syria,Middle East and Northern Africa,156,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,0.81789,2016
Burundi,Sub-Saharan Africa,157,2.905,0.06831,0.23442,0.15747,0.0432,0.09419,0.2029,2.10404,2016
Norway,,1,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.315963835,0.362012237,2.277026653,2017
Denmark,,2,7.521999836,1.482383013,1.551121593,0.792565525,0.626006722,0.400770068,0.355280489,2.313707352,2017
Iceland,,3,7.504000187,1.48063302,1.610574007,0.833552122,0.627162635,0.153526559,0.475540221,2.322715282,2017
Switzerland,,4,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.367007285,0.290549278,2.276716232,2017
Finland,,5,7.468999863,1.443571925,1.540246725,0.80915767,0.617950857,0.382611543,0.245482773,2.430181503,2017
Netherlands,,6,7.376999855,1.503944635,1.428939223,0.810696125,0.585384488,0.282661825,0.47048983,2.294804096,2017
Canada,,7,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.287371516,0.435539722,2.187264442,2017
New Zealand,,8,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.382816702,0.500005126,2.046456337,2017
Sweden,,9,7.28399992,1.494387269,1.478162169,0.830875158,0.612924099,0.384398729,0.385399252,2.097537994,2017
Australia,,10,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.30118373,0.47769925,2.065210819,2017
Israel,,11,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.0852421,0.330082655,2.801757336,2017
Costa Rica,,12,7.078999996,1.109706283,1.416403651,0.759509265,0.58013165,0.100106589,0.214613229,2.898639202,2017
Austria,,13,7.006000042,1.487097263,1.459944963,0.815328419,0.56776619,0.221060365,0.316472322,2.138506413,2017
United States,,14,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.135638788,0.392578781,2.218113422,2017
Ireland,,15,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.298388153,0.427858323,1.773869038,2017
Germany,,16,6.951000214,1.487923384,1.472520351,0.798950732,0.562511384,0.276731938,0.33626917,2.015769958,2017
Belgium,,17,6.890999794,1.463780761,1.462312698,0.818091869,0.539770722,0.251343131,0.231503338,2.124210358,2017
Luxembourg,,18,6.862999916,1.741943598,1.457583666,0.845089495,0.596627891,0.318834424,0.283180982,1.619512081,2017
United Kingdom,,19,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.265428066,0.492774159,1.704143524,2017
Chile,,20,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.082287982,0.326662421,2.509585857,2017
United Arab Emirates,,21,6.647999763,1.626343369,1.266410232,0.726798236,0.60834527,0.324489564,0.360941947,1.734703541,2017
Brazil,,22,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.111092761,0.162349895,2.769267082,2017
Czech Republic,,23,6.609000206,1.352682352,1.433885217,0.754444003,0.490946174,0.036872927,0.088106759,2.451861858,2017
Argentina,,24,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.059739888,0.109457061,2.614005327,2017
Mexico,,25,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.132774115,0.120990433,2.837154865,2017
Singapore,,26,6.572000027,1.69227767,1.353814363,0.949492395,0.549840569,0.464307785,0.345965981,1.216362,2017
Malta,,27,6.52699995,1.343279839,1.488411665,0.821944237,0.588767052,0.153066069,0.574730575,1.556862831,2017
Uruguay,,28,6.453999996,1.217559695,1.412227869,0.719216824,0.579392254,0.178061873,0.175096929,2.172409534,2017
Guatemala,,29,6.453999996,0.872001946,1.255585194,0.54023999,0.531310618,0.077223279,0.283488393,2.893891096,2017
Panama,,30,6.452000141,1.233748436,1.373192549,0.706156135,0.550026834,0.070983924,0.210556939,2.307199955,2017
France,,31,6.441999912,1.430923462,1.387776852,0.844465852,0.470222116,0.172502428,0.129762307,2.005954742,2017
Thailand,,32,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.031612735,0.57212311,2.039508343,2017
Taiwan Province of China,,33,6.421999931,1.433626533,1.384565353,0.793984234,0.361466587,0.063829236,0.258360475,2.126607418,2017
Spain,,34,6.402999878,1.384397864,1.532090902,0.8889606,0.40878123,0.070914097,0.190133572,1.92775774,2017
Qatar,,35,6.375,1.870765686,1.27429688,0.710098088,0.604130983,0.439299256,0.33047387,1.14546442,2017
Colombia,,36,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.046668742,0.149014473,2.616068125,2017
Saudi Arabia,,37,6.343999863,1.530623555,1.286677599,0.59014833,0.449750572,0.273432255,0.147616014,2.065429688,2017
Trinidad and Tobago,,38,6.168000221,1.361355901,1.380228519,0.519983292,0.518630743,0.008964816,0.325296462,2.053247452,2017
Kuwait,,39,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.21515955,0.228289798,1.640425205,2017
Slovakia,,40,6.09800005,1.325393558,1.505059242,0.712732911,0.295817465,0.024210852,0.136544481,2.097776651,2017
Bahrain,,41,6.086999893,1.488412261,1.323110461,0.653133035,0.536746919,0.25704217,0.172668487,1.656149387,2017
Malaysia,,42,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.065600708,0.41660893,2.004448891,2017
Nicaragua,,43,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.130687982,0.301674217,2.513930559,2017
Ecuador,,44,6.007999897,1.000820398,1.286168814,0.685636222,0.455198199,0.140134647,0.150112465,2.290352583,2017
El Salvador,,45,6.002999783,0.909784496,1.182125092,0.596018553,0.43245253,0.08998096,0.078257985,2.714593887,2017
Poland,,46,5.97300005,1.291787863,1.44571197,0.699475348,0.520342112,0.059307806,0.158465967,1.797722816,2017
Uzbekistan,,47,5.971000195,0.786441088,1.54896915,0.498272628,0.658248663,0.246528223,0.415983647,1.816913605,2017
Italy,,48,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.028028091,0.172789648,1.813312054,2017
Russia,,49,5.962999821,1.281778097,1.469282389,0.547349334,0.373783112,0.032962881,0.052263822,2.205607414,2017
Belize,,50,5.955999851,0.907975316,1.081417799,0.450191766,0.547509372,0.096581072,0.240015641,2.631955624,2017
Japan,,51,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.163760737,0.120572768,1.363223553,2017
Lithuania,,52,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.011865643,0.010164657,2.228440523,2017
Algeria,,53,5.872000217,1.091864467,1.146217465,0.617584646,0.233335808,0.14609611,0.069436647,2.567603827,2017
Latvia,,54,5.849999905,1.260748625,1.404714942,0.638566971,0.325707912,0.073842727,0.153074786,1.993655205,2017
South Korea,,55,5.837999821,1.401678443,1.128274441,0.900214076,0.257921666,0.063282669,0.206674367,1.880378008,2017
Moldova,,56,5.837999821,0.72887063,1.251825571,0.589465201,0.240729049,0.010091286,0.208779126,2.807808399,2017
Romania,,57,5.824999809,1.217683911,1.15009129,0.685158312,0.457003742,0.004387901,0.133519918,2.176831484,2017
Bolivia,,58,5.822999954,0.833756566,1.227619052,0.47363025,0.558732927,0.060477726,0.225560725,2.443279028,2017
Turkmenistan,,59,5.822000027,1.130776763,1.493149161,0.43772608,0.418271929,0.25927034,0.249924988,1.832909822,2017
Kazakhstan,,60,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.119282886,0.201964423,1.784892559,2017
North Cyprus,,61,5.809999943,1.346911311,1.186303377,0.834647238,0.471203625,0.155353352,0.266845703,1.549157619,2017
Slovenia,,62,5.757999897,1.341205955,1.452518821,0.790828228,0.572575808,0.045128979,0.242649093,1.313317299,2017
Peru,,63,5.715000153,1.035225272,1.218770385,0.630166113,0.450002879,0.047049087,0.126819715,2.20726943,2017
Mauritius,,64,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.042181555,0.360933751,1.697583914,2017
Cyprus,,65,5.620999813,1.355938077,1.131363273,0.844714701,0.355111539,0.041237976,0.271254301,1.621249199,2017
Estonia,,66,5.611000061,1.32087934,1.4766711,0.695168316,0.47913143,0.183248922,0.098890811,1.357508659,2017
Belarus,,67,5.568999767,1.15655756,1.444945216,0.637714267,0.295400262,0.156313822,0.155137509,1.723232985,2017
Libya,,68,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.09261021,0.152073666,1.835011244,2017
Turkey,,69,5.5,1.198274374,1.337753177,0.637605608,0.3007406,0.09967158,0.046693042,1.879277945,2017
Paraguay,,70,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.091065913,0.224150658,1.68533349,2017
"Hong Kong S.A.R., China",,71,5.472000122,1.551674843,1.262790918,0.943062425,0.490968645,0.293933749,0.374465793,0.554633141,2017
Philippines,,72,5.429999828,0.857699215,1.253917575,0.468009055,0.585214674,0.099331893,0.193513423,1.972604752,2017
Serbia,,73,5.394999981,1.069317579,1.258189797,0.650784671,0.208715528,0.040903781,0.220125884,1.947084427,2017
Jordan,,74,5.335999966,0.991012394,1.239088893,0.604590058,0.418421149,0.119803272,0.17217046,1.791176558,2017
Hungary,,75,5.323999882,1.286011934,1.343133092,0.687763453,0.175863519,0.036636937,0.078401662,1.716459274,2017
Jamaica,,76,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.055267781,0.233818337,1.612325668,2017
Croatia,,77,5.293000221,1.222556233,0.967983007,0.701288521,0.255772293,0.04310311,0.248002976,1.854492426,2017
Kosovo,,78,5.278999805,0.951484382,1.137853503,0.54145205,0.260287941,0.057471618,0.319931448,2.010540724,2017
China,,79,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.022794275,0.028806841,1.764938593,2017
Pakistan,,80,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.124348067,0.315446019,2.79248929,2017
Indonesia,,81,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.015317135,0.611704588,1.429476976,2017
Venezuela,,82,5.25,1.128431201,1.431337595,0.617144227,0.153997123,0.064491123,0.06501963,1.789463758,2017
Montenegro,,83,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.088174194,0.197911024,1.729191542,2017
Morocco,,84,5.235000134,0.878114581,0.774864435,0.597710669,0.408158332,0.087763183,0.032209955,2.456189394,2017
Azerbaijan,,85,5.234000206,1.153601766,1.152400255,0.540775776,0.398155838,0.180987507,0.04526934,1.762481689,2017
Dominican Republic,,86,5.230000019,1.079373837,1.402416706,0.574873745,0.552589834,0.113945253,0.18696785,1.31946516,2017
Greece,,87,5.227000237,1.289487481,1.239414573,0.810198903,0.095731251,0.043289777,0,1.749221563,2017
Lebanon,,88,5.224999905,1.074987531,1.129624248,0.735081077,0.288515985,0.03751383,0.264450759,1.695073843,2017
Portugal,,89,5.195000172,1.315175295,1.367043018,0.795843542,0.4984653,0.015869452,0.095102713,1.107682705,2017
Bosnia and Herzegovina,,90,5.18200016,0.982409418,1.069335938,0.705186307,0.204403177,0,0.328867495,1.892172575,2017
Honduras,,91,5.181000233,0.730573118,1.143944979,0.58256948,0.34807986,0.073345453,0.236188874,2.065811157,2017
Macedonia,,92,5.175000191,1.064577937,1.207893014,0.644948184,0.325905979,0.060277794,0.253760964,1.617469311,2017
Somalia,,93,5.151000023,0.022643184,0.721151352,0.113989137,0.602126956,0.282410324,0.291631311,3.11748457,2017
Vietnam,,94,5.073999882,0.788547575,1.277491331,0.652168989,0.571055591,0.087633237,0.234968051,1.462318659,2017
Nigeria,,95,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.026121566,0.230947196,2.365390539,2017
Tajikistan,,96,5.040999889,0.524713635,1.271463275,0.529235125,0.471566707,0.146377146,0.248997644,1.84904933,2017
Bhutan,,97,5.011000156,0.885416389,1.340126514,0.495879292,0.501537681,0.17338039,0.474054545,1.140184402,2017
Kyrgyzstan,,98,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374,1.536723137,2017
Nepal,,99,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.072975546,0.394096166,1.891241074,2017
Mongolia,,100,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.032902289,0.33846423,1.111292362,2017
South Africa,,101,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.072509497,0.13936238,1.510908604,2017
Tunisia,,102,4.804999828,1.007265806,0.86835146,0.613212049,0.28968069,0.086723149,0.049693357,1.89025116,2017
Palestinian Territories,,103,4.775000095,0.716249228,1.155647159,0.565666974,0.254711062,0.089282602,0.114173174,1.878890276,2017
Egypt,,104,4.735000134,0.989701807,0.997471392,0.520187259,0.282110155,0.114381365,0.128631443,1.702161074,2017
Bulgaria,,105,4.714000225,1.161459088,1.434379458,0.70821768,0.289231718,0.011051531,0.113177694,0.996139288,2017
Sierra Leone,,106,4.709000111,0.368420929,0.984136045,0.005564754,0.318697691,0.071095176,0.293040901,2.668459892,2017
Cameroon,,107,4.695000172,0.564305365,0.946018219,0.132892117,0.430388749,0.051306631,0.236298457,2.333645582,2017
Iran,,108,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.048761073,0.387242913,1.498734951,2017
Albania,,109,4.644000053,0.996192753,0.803685248,0.731159747,0.381498635,0.039864216,0.201312944,1.490441561,2017
Bangladesh,,110,4.607999802,0.586682975,0.735131741,0.533241034,0.478356659,0.123717859,0.172255352,1.978736162,2017
Namibia,,111,4.573999882,0.964434326,1.098470807,0.338611811,0.520303547,0.093146972,0.077133745,1.481890202,2017
Kenya,,112,4.552999973,0.560479462,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309,1.651902199,2017
Mozambique,,113,4.550000191,0.23430565,0.870701015,0.106654435,0.480791092,0.179436386,0.322228104,2.355650902,2017
Myanmar,,114,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.188816205,0.838075161,1.115290403,2017
Senegal,,115,4.534999847,0.479309022,1.179691911,0.409362853,0.377922267,0.115460448,0.183468893,1.789646149,2017
Zambia,,116,4.513999939,0.636406779,1.003187299,0.257835895,0.461603492,0.07821355,0.249580145,1.826705456,2017
Iraq,,117,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.107215755,0.199637264,1.318907261,2017
Gabon,,118,4.465000153,1.198210239,1.155620217,0.356578588,0.312328577,0.076046787,0.043785378,1.322916269,2017
Ethiopia,,119,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.165455714,0.31265074,2.015743732,2017
Sri Lanka,,120,4.440000057,1.009850144,1.259976387,0.625130832,0.561213255,0.073653966,0.490863562,0.419389248,2017
Armenia,,121,4.375999928,0.900596738,1.007483721,0.637524426,0.198303267,0.026674422,0.083488092,1.521499157,2017
India,,122,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.092226885,0.231538489,1.519117117,2017
Mauritania,,123,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.136957005,0.201870024,1.651637316,2017
Congo (Brazzaville),,124,4.290999889,0.808964252,0.832044363,0.289957434,0.435025871,0.079618134,0.120852128,1.724135637,2017
Georgia,,125,4.285999775,0.950612664,0.570614934,0.649546981,0.309410036,0.251666635,0.054008815,1.500137806,2017
Congo (Kinshasa),,126,4.28000021,0.092102349,1.229023457,0.191407025,0.235961348,0.060241356,0.246455833,2.224958658,2017
Mali,,127,4.190000057,0.476180494,1.281473398,0.169365674,0.306613743,0.104970247,0.183354199,1.668190956,2017
Ivory Coast,,128,4.179999828,0.603048921,0.90478003,0.04864217,0.447706193,0.130061775,0.20123747,1.844964266,2017
Cambodia,,129,4.168000221,0.601765096,1.006238341,0.429783404,0.633375823,0.068105951,0.385922968,1.042941093,2017
Sudan,,130,4.138999939,0.659516692,1.21400857,0.290920824,0.014995855,0.08984752,0.182317451,1.68706584,2017
Ghana,,131,4.119999886,0.667224824,0.873664737,0.295637727,0.423026294,0.02533637,0.256923944,1.577867508,2017
Ukraine,,132,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.023029471,0.270061463,0.814382315,2017
Uganda,,133,4.080999851,0.381430715,1.129827738,0.217632607,0.443185955,0.057069719,0.325766057,1.526362658,2017
Burkina Faso,,134,4.032000065,0.350227714,1.043280005,0.215844259,0.324367851,0.120328106,0.250864685,1.727212906,2017
Niger,,135,4.027999878,0.161925331,0.993025005,0.268505007,0.363658696,0.138572946,0.228673846,1.873983383,2017
Malawi,,136,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047,2.081786156,2017
Chad,,137,3.936000109,0.438012987,0.953855872,0.041134715,0.162342027,0.053581882,0.21611385,2.071238041,2017
Zimbabwe,,138,3.875,0.375846535,1.083095908,0.196763754,0.336384207,0.095375381,0.189143494,1.597970247,2017
Lesotho,,139,3.808000088,0.521021247,1.190095186,0,0.390661299,0.11909464,0.157497272,1.42983532,2017
Angola,,140,3.795000076,0.85842818,1.10441196,0.049868666,0,0.069720335,0.09792649,1.614482403,2017
Afghanistan,,141,3.79399991,0.401477218,0.581543326,0.180746779,0.10617952,0.06115783,0.311870933,2.150801182,2017
Botswana,,142,3.766000032,1.122094154,1.221554995,0.341755509,0.505196333,0.098583199,0.099348448,0.377913713,2017
Benin,,143,3.657000065,0.431085408,0.435299844,0.209930211,0.425962776,0.060929015,0.207948461,1.885630965,2017
Madagascar,,144,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,1.584612608,2017
Haiti,,145,3.602999926,0.368610263,0.640449822,0.27732113,0.030369857,0.09987215,0.489203781,1.697167635,2017
Yemen,,146,3.592999935,0.591683447,0.935382247,0.310080916,0.249463722,0.056767423,0.104125209,1.345600605,2017
South Sudan,,147,3.59100008,0.397248626,0.601323128,0.163486004,0.147062436,0.116793513,0.285670817,1.879567385,2017
Liberia,,148,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,1.673285961,2017
Guinea,,149,3.506999969,0.24454993,0.791244686,0.194129139,0.348587513,0.110937618,0.264815092,1.552311897,2017
Togo,,150,3.494999886,0.305444717,0.43188253,0.247105569,0.380426139,0.095665015,0.196896151,1.837229252,2017
